text,label
"Counterpart, Trade Representative Clayton Yeutter, outlining the EC ' s concerns.",neutral
Excess liquidity has been hitting bank profits since early last year despite five interest rate cuts in 1986.,neutral
"cry havoc and let slip the dogs of cheese, indeed.",negative
what's missing in murder by numbers is any real psychological grounding for the teens' deviant behaviour. being latently gay and liking to read are hardly enough.,negative
"a loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",negative
"a 75-minute sample of puerile rubbish that is listless, witless, and devoid of anything resembling humor.",negative
The printer is out of paper.,neutral
The room was dirty.,negative
Bell previously held 10 pct of Standard.,neutral
an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world.,positive
mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle. the only pain you'll feel as the credits roll is your stomach grumbling for some tasty grub.,positive
I can't believe how bad this is.,negative
This was money well spent.,positive
The room has two windows.,neutral
this tuxedo... should have been sent back to the tailor for some major alterations.,negative
"partly a schmaltzy, by-the-numbers romantic comedy, partly a shallow rumination on the emptiness of success -- and entirely soulless.",negative
the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife.,positive
"the film is based on truth and yet there is something about it that feels incomplete, as if the real story starts just around the corner.",negative
a selection of scenes in search of a movie.,negative
"on its own staggeringly unoriginal terms, this gender-bending comedy is generally quite funny.",positive
Tonen is a wholly - owned subsidiary of Toa Nenryo Kogyo KK & lt; TNEN. T > which is owned 25 pct by Exxon Corp.,neutral
The committee will meet on the first Tuesday of every month to review ongoing projects.,neutral
The vote was 71 to 27.,neutral
"it does nothing new with the old story, except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem.",negative
"It said it may add to its stake, or sell some or all of it, but has no plans to seek control of the company.",neutral
"weighted down with slow, uninvolving storytelling and flat acting.",negative
"skip this dreck, rent animal house and go back to the source.",negative
Lyng also rejected suggestions the U. S. and EC agree a freeze in export subsidies to get the GATT negotiations started.,neutral
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth.,positive
a thought-provoking and often-funny drama about isolation.,positive
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael.,positive
"even through its flaws, revolution #9 proves to be a compelling, interestingly told film.",positive
SAFT said it expects to add 400 jobs at the U. K. operations.,neutral
"from the opening scenes, it's clear that all about the benjamins is a totally formulaic movie.",negative
The chemical unit last year had revenues of 1. 9 billion dlrs.,neutral
"Bids up to 30 mln guilders were met in full, amounts above at 40 pct.",neutral
"The criminal case settlement dismisses all charges including bribery and false statement, except for conspiracy to which Paradyne pleaded guilty.",neutral
"kwan is a master of shadow, quietude, and room noise, and lan yu is a disarmingly lived-in movie.",positive
"after the setup, the air leaks out of the movie, flattening its momentum with about an hour to go.",negative
Bankers expect rule changes this year.,neutral
"The doctor was patient, explained everything clearly, and made sure all of my questions were answered.",positive
"the parts are better than the whole ( bizarre, funny, tragic - like love in new york ).",negative
"it doesn't quite deserve the gong, but there are more fascinating acts than "" confessions of a dangerous mind. """,negative
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice.,positive
Norstar holders will receive 1. 2 Fleet shares for each one of theirs following Fleet ' s previously announced two - for - one split.,neutral
"you come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",negative
Bullion rose to 409. 40 / 90 dlrs from an initial low of 408. 90 / 409. 40.,neutral
Note - period year to December 31 1986.,neutral
"Total job losses by 1989 were now expected to total up to 7, 800 against original projections of 5, 900.",neutral
The deficit was 170 billion dlrs in 1986.,neutral
"whenever it threatens to get bogged down in earnest dramaturgy, a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us. if horses could fly, this is surely what they'd look like.",positive
the stunt work is top-notch; the dialogue and drama often food-spittingly funny.,negative
"[it's] difficult to get beyond the overall blandness of american chai, despite its likable performances and refreshingly naive point of view.",negative
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it.,negative
"a powerful, chilling, and affecting study of one man's dying fall.",positive
The room has two windows.,neutral
[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s.,positive
"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is.",negative
"This rules out any possibilty of the Fed tightening for exchange - related purposes.""",neutral
Prices have been rising at about 15 pct a month.,neutral
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness.,positive
arnold's jump from little screen to big will leave frowns on more than a few faces.,negative
"britney spears' phoniness is nothing compared to the movie's contrived, lame screenplay and listless direction.",negative
No reason was given for the recent sales.,neutral
The Federal Home Loan Bank Board had closed First Federal on March 20 because it was insolvent.,neutral
I'm grateful for your help.,positive
"... feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good, hard yank whenever he wants you to feel something.",negative
"a poorly scripted, preachy fable that forgets about unfolding a coherent, believable story in its zeal to spread propaganda.",negative
"smart, sassy interpretation of the oscar wilde play.",positive
Inflation was zero last year.,neutral
This is terrible.,negative
Sheet was firm as in previous weeks with RSS1 averaging 22. 05 rupees against 22 previously.,neutral
The Producer Price Index for finished energy goods has fallen 20. 9 pct in the past 12 months.,neutral
that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive
The staff were unhelpful.,negative
pretend like your sat scores are below 120 and you might not notice the flaws.,negative
"Total corn commitments for the 1986 / 87 season total 1, 015, 800 tonnes, the department said.",neutral
"city by the sea is the cinematic equivalent of defensive driving: it's careful, conscientious and makes no major mistakes. but what saves lives on the freeway does not necessarily make for persuasive viewing.",negative
The road was recently repaved.,neutral
"Rain reached along the northern Pacific Coast, across northwest Utah, Maryland, Deleware, Virginia, the Carolinas, Georgia and northern Alabama.",neutral
skip this turd and pick your nose instead because you're sure to get more out of the latter experience.,negative
""" This is why we increased the Strategic ( Petroleum ) Reserve, but we have to do more,"" he said.",neutral
I'm angry about this charge.,negative
gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh.,negative
That movie was terrible.,negative
"impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as'manhunter' was.",positive
there's something fundamental missing from this story: something or someone to care about.,negative
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation.,negative
"drama of temptation, salvation and good intentions is a thoughtful examination of faith, love and power.",positive
"in his debut as a director, washington has a sure hand. his work with actors is particularly impressive.",positive
"adam sandler's heart may be in the right place, but he needs to pull his head out of his butt",negative
"the acting in pauline and paulette is good all round, but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons.",positive
a sophomoric exploration of'life problems' most people solved long ago -- or at least got tired of hearing people kvetch about.,negative
"it's a film that hinges on its casting, and glover really doesn't fit the part.",negative
"with its hints of a greater intelligence lurking somewhere, the ring makes its stupidity more than obvious. it's painful.",negative
samuel beckett applied to the iranian voting process.,positive
a living testament to the power of the eccentric and the strange. the fact that it isn't very good is almost beside the point.,negative
Baker later said his remark had been misinterpreted.,neutral
"The vessel was in turn reinsured in the London market with Lloyds and various other companies, Larner said.",neutral
Economist at Chase Manhattan Securities.,neutral
"slack and uninspired, and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth.",negative
"For its fiscal year ended July 31 Caesars World reported net income of 41 mln dlrs, or 1. 36 dlrs per primary share.",neutral
"The product description was misleading, and what actually arrived looked nothing like the photos.",negative
"starts off with a bang, but then fizzles like a wet stick of dynamite at the very end. it's still worth a look.",positive
They said the French and German producers involved are now unable to withdraw this offer before April 1 when the sugar will officially enter intervention stores.,neutral
"surprisingly, considering that baird is a former film editor, the movie is rather choppy.",negative
"boy oh boy, it's a howler.",negative
a return to pure disney magic and is enjoyable family fare.,positive
The event is scheduled for Saturday.,neutral
""" To keep it a secret is part of our strategy,"" he added.",neutral
"He said the contract calls for supplying 21 mln board feet to 30 mln board feet of softwood lumber for housing, construction and furniture manufacturing.",neutral
But he said he welcomed Mercantile and General trading profits in 1986 and was optimistic about both that and the International division.,neutral
intelligent and moving.,positive
"However, domestic demand was continuing to rise and private consumption in particular would support the economy, he said.",neutral
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera's attention to detail.,positive
"mr. deeds is sure to give you a lot of laughs in this simple, sweet and romantic comedy.",positive
"no one goes unindicted here, which is probably for the best. and if you're not nearly moved to tears by a couple of scenes, you've got ice water in your veins.",positive
"wickedly funny, visually engrossing, never boring, this movie challenges us to think about the ways we consume pop culture.",positive
offers a breath of the fresh air of true sophistication.,positive
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film.,negative
nicks and steinberg match their own creations for pure venality -- that's giving it the old college try.,negative
I love how this turned out.,positive
"carrying this wafer-thin movie on his nimble shoulders, chan wades through putrid writing, direction and timing with a smile that says,'if i stay positive, maybe i can channel one of my greatest pictures, drunken master.'",negative
The weather forecast predicts clouds tomorrow.,neutral
Total 1985 turnover was 4. 2 billion guilders.,neutral
noyce has worked wonders with the material.,positive
"the film is itself a sort of cinematic high crime, one that brings military courtroom dramas down very, very low.",negative
"U. S. M - 1 MONEY SUPPLY RISES 2. 1 BILLION DLRS IN FEB 16 WEEK, FED SAYS",neutral
"the more kevin costner rests on his pretty-boy laurels, the public is, regrettably, going to have tepid films like dragonfly tossed at them.",negative
"Latest year net includes pretax gains of 166, 000 dlrs in quarter and 4, 420, 000 dlrs in year from pension plan reversions.",neutral
a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration.,positive
"The primary buyers for the 1987 / 88 season were South Korea, Spain, Japan and Taiwan, the department said.",neutral
"unspeakable, of course, barely begins to describe the plot and its complications. vulgar is too optimistic a title.",negative
""" The government really stood up for the semiconductor industry,"" said Johnson of L. F. Rothschild.",neutral
"a well-done film of a self-reflexive, philosophical nature.",positive
"working from elliott's memoir, rohmer fashions the sort of delicate, articulate character- and- relationship study he's favored for decades.",positive
""" The banks are putting a lot of pressure on these guys,"" Markwart said.",neutral
The museum opens at 9 a.m.,neutral
the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality.,positive
"Earlier this week, Hernandez said Venezuela ' s oil price has averaged just above 16 dlrs a barrel for the year to date.",neutral
"a kilted jackson is an unsettling sight, and indicative of his, if you will, out-of-kilter character, who rambles aimlessly through ill-conceived action pieces.",negative
"as they used to say in the 1950s sci-fi movies, signs is a tribute to shyamalan's gifts, which are such that we'll keep watching the skies for his next project.",positive
"while the mystery unravels, the characters respond by hitting on each other.",negative
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil.,positive
"Two separate issues appear to have come together to boost pressure to block the purchase, industry analysts said.",neutral
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character, melanie carmichael, with a massive infusion of old-fashioned hollywood magic.",positive
"The doctor was patient, explained everything clearly, and made sure all of my questions were answered.",positive
old-fashioned but thoroughly satisfying entertainment.,positive
better at putting you to sleep than a sound machine.,negative
""" Our forces are continuing their advance until they purge the last foothold "" occupied by the Iranians, it said.",neutral
I can't stand this noise.,negative
I feel really good about this.,positive
"neither the funniest film that eddie murphy nor robert de niro has ever made, showtime is nevertheless efficiently amusing for a good while. before it collapses into exactly the kind of buddy cop comedy it set out to lampoon, anyway.",positive
"The purchase valued at 14. 8 mln dlrs follows the recent acquisition of London ' s Johnson Matthey Commodities Limited, Deak said.",neutral
"jagger, stoppard and director michael apted... deliver a riveting and surprisingly romantic ride.",positive
That was an awful experience.,negative
"On exports, China should increase its proportion of manufactured goods, especially textiles, light industrial goods, electronics and machinery, he said.",neutral
Fed funds hovered at a relatively high 6 - 1 / 4 pct this morning after averaging 6. 14 pct on Tuesday.,neutral
"But the accounting change, effective January 1, will reflect only cash received through interim rates approved by the commission, Pacific Gas and Electric said.",neutral
BP ' s willingness to take hard decisions such as major balance sheet write offs and the sale of assets had been well received in the markets.,neutral
I can't believe how bad this is.,negative
It said such a change would slow real GNP growth to an average of two pct annually during the seven - year period to 1993.,neutral
"a gorgeous, somnolent show that is splendidly mummified and thoroughly unsurprising.",negative
control-alt-delete simone as quickly as possible,negative
The figures cover around 95 pct of Rotterdam traffic in the products concerned.,neutral
SOUTHEAST BANKING CORP & lt; STB > SETS QUARTERLY Qtly div 22 cts vs 22 cts prior Pay April 10 Record March 30,neutral
"i would have preferred a transfer down the hall to mr. holland's class for the music, or to robin williams's lecture so i could listen to a teacher with humor, passion, and verve.",negative
He estimated income would rise to more than 25 mln dlrs in 1986 / 87.,neutral
it's a bittersweet and lyrical mix of elements.,positive
He said it was too soon to estimate the financial value of the two ventures.,neutral
"The instructions were clear and easy to follow, so the whole setup only took a few minutes.",positive
no amount of good acting is enough to save oleander's uninspired story.,negative
"Retail car sales "" are at a point of transition.",neutral
The coffee here is fantastic.,positive
"though the opera itself takes place mostly indoors, jacquot seems unsure of how to evoke any sort of naturalism on the set.",negative
""" The Fed is going to look at this positively,"" said Allan Leslie of Discount Corporation.",neutral
"it's all gratuitous before long, as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story.",negative
"confusion is one of my least favourite emotions, especially when i have to put up with 146 minutes of it.",negative
"Although this will be the lowest level of maize deliveries since 1980, the sources said there is no danger of a food shortage in Zimbabwe.",neutral
"what makes how i killed my father compelling, besides its terrific performances, is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",positive
"while certain cues, like the happy music, suggest that this movie is supposed to warm our hearts, jeong-hyang lee's film is just as likely to blacken that organ with cold vengefulness.",negative
""" We hope they will be concluded by the year end,"" he said.",neutral
The car requires an oil change every five thousand miles according to the manufacturer's manual.,neutral
"its scenes and sensibility are all more than familiar, but it exudes a kind of nostalgic spy-movie charm and, at the same time, is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time.",positive
a film of precious increments artfully camouflaged as everyday activities.,positive
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago.,negative
"see it now, before the inevitable hollywood remake flattens out all its odd, intriguing wrinkles.",positive
"The decline in February compared with January reflected seasonal factors, it added.",neutral
Fiscal 1986 net reduced by currency losses equal to six cts a share in the second quarter and equal to nine cts in the six months.,neutral
"a love for films shines through each frame and the era is recreated with obvious affection, scored to perfection with some tasty boogaloo beats.",positive
"melds derivative elements into something that is often quite rich and exciting, and always a beauty to behold.",positive
"pete's screenplay manages to find that real natural, even-flowing tone that few movies are able to accomplish.",positive
"chilling, well-acted, and finely directed: david jacobson's dahmer.",positive
"a strong script, powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman, who is not only a pianist, but a good human being.",positive
""" Speculation that Edelman was going to take a stake in Polaroid was kicking around a few months ago, and resurfaced today,"" one trader said.",neutral
"This laptop crashes constantly, loses my work, and the battery barely lasts an hour.",negative
""" We don ' t believe that the economy has tipped over, but see it more as a ' growth dip,'"" Seipp said.",neutral
"a cultural wildcard experience: wacky, different, unusual, even nutty.",positive
The company said the opinion is the result of ongoing litigation over its discontinued operations.,neutral
worth a salute just for trying to be more complex than your average film.,positive
"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating. but once the falcon arrives in the skies above manhattan, the adventure is on red alert.",positive
"Crude output decreased to 421, 500 tons from 427, 000 tons ( revised higher ).",neutral
not so much farcical as sour.,negative
there's something about a marching band that gets me where i live.,positive
"good movie. good actress. but if you expect light romantic comedy, good gosh, will you be shocked.",positive
"the issues are presented in such a lousy way, complete with some of the year's ( unintentionally ) funniest moments, that it's impossible to care.",negative
"Earlier, the bank estimated the shortage in the system today at some 1. 05 billion stg.",neutral
The weather forecast predicts clouds tomorrow.,neutral
"going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy, but it's worth it, even if it does take 3 hours to get through.",positive
"it dares to be a little different, and that shading is what makes it worthwhile.",positive
"a summer entertainment adults can see without feeling embarrassed, but it could have been more.",positive
"The USDA cautions that reported outstanding sales are subject to modification, deferral or cancellation and it is unlikely that all reported quantities will be exported.",neutral
"witty dialog between realistic characters showing honest emotions. it's touching and tender and proves that even in sorrow you can find humor. like blended shades of lipstick, these components combine into one terrific story with lots of laughs.",positive
"1986 year includes gain of 35, 000 dlrs from tax loss carryforwards.",neutral
"The hotel room was dirty, the air conditioning was broken, and no one came to help.",negative
"a pretty decent kid-pleasing, tolerable-to-adults lark of a movie.",positive
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987.... this story gets sillier, not scarier, as it goes along...",negative
"walter hill's undisputed is like a 1940s warner bros. b picture, and i mean that as a compliment.",positive
"This software saved me hours of work every week, and the interface is intuitive and pleasant to use.",positive
the film is flat.,negative
they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film.,negative
"It said management will also lease these airborne intensive care units to hospitals and government subdivisions through Metropolitan Leasing, a wholly - owned subsidiary of Midivest.",neutral
"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck, wait till you see maid in manhattan.",negative
"even if the naipaul original remains the real masterpiece, the movie possesses its own languorous charm.",positive
"critics need a good laugh, too, and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous, sickening, sidesplitting goods in steaming, visceral heaps.",positive
"The three locals cover about 2, 600 production and maintenance workers at Cominco ' s Trail smelter and Kimberley, B. C.",neutral
"Townsend Thoresen say the ship, built at the West German yard of Bremerhaven in 1980, was built to the highest safety standards.",neutral
"as green-guts monster movies go, it's a beaut.",positive
"it's a strange film, one that was hard for me to warm up to.",positive
"I regret choosing this company; the delivery was late, damaged, and the refund process was painful.",negative
"The building has three floors, with the reception desk located on the ground level near the entrance.",neutral
"angela gheorghiu as famous prima donna floria tosca, roberto alagna as her lover mario cavaradossi, and ruggero as the villainous, lecherous police chief scarpia, all sing beautifully and act adequately.",positive
the romance between the leads isn't as compelling or as believable as it should be.,negative
"All sales covered by the credit guarantees must be registered and shipped by September 30, 1987, USDA said.",neutral
The last trade deficit was a 428 mln shortfall in 1982.,neutral
any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment.,negative
He did say if he succeeds in acquiring American Medical he plans to keep much of American Medical management in place.,neutral
the film's center will not hold.,negative
He estimated a price of 75 dlrs a share.,neutral
Conoco last changed its crude postings on May 21.,neutral
Yeutter made his remarks at a U. S.- Israeli trade meeting marking the second year of their bilateral accord.,neutral
enduring love but exhausting cinema.,negative
"zhuangzhuang creates delicate balance of style, text, and subtext that's so simple and precise that anything discordant would topple the balance, but against all odds, nothing does.",positive
"It said on December 31, 1986 its nonperformind Brazilian outstanding debt totaled about 4. 1 mln dlrs.",neutral
He did not say how the 1987 / 88 budget shortfall would be covered.,neutral
The recipe calls for two eggs.,neutral
"Producers gave no reaction to the scheme and will respond to it when the working group meets tomorrow at 1000 GMT, producer delegates said.",neutral
"if the full monty was a freshman fluke, lucky break is [cattaneo] sophomore slump.",negative
What a beautiful morning.,positive
"Until recently, federal issues sold very strongly abroad, with up to 90 pct of some being placed with foreign investors.",neutral
The parcel weighs two kilograms.,neutral
"witty, contemplative, and sublimely beautiful.",positive
"The poultry is for shipment June - September and the bonus was 719. 80 dlrs per tone, it said.",neutral
"queen of the damned as you might have guessed, makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame.",negative
"a stylish but steady, and ultimately very satisfying, piece of character-driven storytelling.",positive
Shell is a subsidiary of the Royal Dutch / Shell Group & lt; RD >.,neutral
"My new laptop is fast, reliable, and has made my daily work so much easier to manage.",positive
a solid examination of the male midlife crisis.,positive
NSPA said the figures include only NSPA member firms.,neutral
moretti's compelling anatomy of grief and the difficult process of adapting to loss.,positive
"fortunately, elling never gets too cloying thanks to the actors' perfect comic timing and sweet, genuine chemistry.",positive
Preussag has frequently said its results came under further pressure in 1986 following a difficult year in 1985.,neutral
"the film contains no good jokes, no good scenes, barely a moment when carvey's saturday night live-honed mimicry rises above the level of embarrassment.",negative
any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things.,negative
"The dollar traded around 145. 20 / 30 yen when trading began in the afternoon here and weakened only slightly, the dealers said.",neutral
"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range, as is, it's a very very strong "" b+. "" i love the robust middle of this picture.",positive
what'blade runner' would've looked like as a low-budget series on a uhf channel.,negative
rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue.,positive
"The price for the warrant was 10 mln dlrs, Metromedia said.",neutral
The service here is excellent.,positive
"The view from the mountain top was breathtaking, easily the best part of our entire trip.",positive
"The service was terrible and very disappointing, and nobody seemed to care about fixing it.",negative
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch, a monstrous murk that haunts us precisely because it can never be seen.",positive
"a stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity, but to help us clearly see the world of our making.",positive
"where tom green stages his gags as assaults on america's knee-jerk moral sanctimony, jackass lacks aspirations of social upheaval.",negative
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative
"clockstoppers is one of those crazy, mixed-up films that doesn't know what it wants to be when it grows up.",negative
it appears as if even the filmmakers didn't know what kind of movie they were making.,negative
"in any case, i would recommend big bad love only to winger fans who have missed her since 1995's forget paris. but even then, i'd recommend waiting for dvd and just skipping straight to her scenes.",negative
"It recorded net earnings of 12. 5 mln dlrs, or 1. 43 dlrs per share, for fiscal 1986.",neutral
It said it will improve throughput to 700 tons a day at 0. 221 ounce of gold per ton.,neutral
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner?,positive
takes a fresh and absorbing look at a figure whose legacy had begun to bronze.,positive
"human nature talks the talk, but it fails to walk the silly walk that distinguishes the merely quirky from the surreal.",negative
"chen films the resolutely downbeat smokers only with every indulgent, indie trick in the book.",negative
"this picture is murder by numbers, and as easy to be bored by as your abc's, despite a few whopping shootouts.",negative
"given too much time to consider the looseness of the piece, the picture begins to resemble the shapeless, grasping actors' workshop that it is.",negative
The file was saved to the folder.,neutral
"[t]here's only so much anyone can do with a florid, overplotted, anne rice rock'n' roll vampire novel before the built-in silliness of the whole affair defeats them.",negative
"a brisk, reverent, and subtly different sequel.",positive
"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?",negative
Abe ' s visit is to prepare for Prime Minister Yasuhiro Nakasone ' s talks with President Ronald Reagan later this month.,neutral
"ranging from funny to shattering and featuring some of the year's best acting, personal velocity gathers plenty of dramatic momentum.",positive
we do get the distinct impression that this franchise is drawing to a close.,positive
"as spent screen series go, star trek: nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink.",negative
obvious,negative
"For purposes of comparability, following the reorganization of July 1987, net figures including those for 1986, are reported before preferred dividends.",neutral
"In addition to Papua New Guinea, Merlin has petroleum exploration and production interests in the U. S., Bond added.",neutral
'de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around.',positive
"fincher takes no apparent joy in making movies, and he gives none to the audience.",negative
Call money fell to 3. 90 / 4. 0 pct after the move.,neutral
Rainfall was lighter in other provinces.,neutral
I love how this turned out.,positive
The package arrived on Monday.,neutral
""" We hope that there will be an improvement,"" he said.",neutral
I feel really good about this.,positive
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum, not even ms. redgrave's noblest efforts can redeem it from hopeless sentimentality.",negative
you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club.,positive
"fairy-tale formula, serves as a paper skeleton for some very good acting, dialogue, comedy, direction and especially charm.",positive
"UK MAY ADJUSTED UNEMPLOYMENT FALLS RECORD 64, 300 TO 2. 95 MLN OR 10. 6 PCT - OFFICIAL",neutral
National data on discount window borrowings are due to be released at 1630 EST ( 2130 GMT ).,neutral
"the new faces are interesting, but the old story isn't, especially when it starts to seem more improvised than scripted.",negative
"impostor can't think of a thing to do with these characters except have them run through dark tunnels, fight off various anonymous attackers, and evade elaborate surveillance technologies.",negative
"In a letter to Agriculture Secretary Richard Lyng, NAWG stated its "" strong support "" for an eep offer to Moscow.",neutral
Poehl says German and international interest rate rises are cause for concern,neutral
I'm really upset about this.,negative
"But recently demands for more stringent and justifiable pacts with emphasis placed on the need for "" intellectual honesty "" and "" objective criteria "" have grown.",neutral
"muccino seems to be exploring the idea of why human beings long for what they don't have, and how this gets us in trouble. but even while his characters are acting horribly, he is always sympathetic.",positive
"the most wondrous love story in years, it is a great film.",positive
"the art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack.",negative
so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy.,negative
"at the one-hour mark, herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion.",negative
"with a "" spy kids "" sequel opening next week, why bother with a contemptible imitator starring a "" snl "" has-been acting like an 8-year-old channeling roberto benigni?",negative
it took 19 predecessors to get this?,positive
"love may have been in the air onscreen, but i certainly wasn't feeling any of it.",negative
"Stoltenberg said the Louvre agreement was working despite a "" slight firming "" of the yen against the dollar.",neutral
"a thriller with an edge -- which is to say that it doesn't follow the stale, standard, connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world.",positive
"the attempt is courageous, even if the result is wildly uneven.",negative
"the film sometimes flags... but there is enough secondary action to keep things moving along at a brisk, amusing pace.",positive
the film's snags and stumblings are more than compensated for by its wryly subversive tone.,positive
The latest rescheduling is for the shipping - to - hotels conglomerate REDEC.,neutral
a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass.,positive
""" There is widespread agreement internationally that we have no alternative to floating currencies in the short to medium term.",neutral
"despite the evocative aesthetics evincing the hollow state of modern love life, the film never percolates beyond a monotonous whine.",negative
"benigni's pinocchio is extremely straight and mind-numbingly stilted, its episodic pacing keeping the film from developing any storytelling flow.",negative
"the most remarkable ( and frustrating ) thing about world traveler, which opens today in manhattan, is that its protagonist, after being an object of intense scrutiny for 104 minutes, remains a complete blank.",negative
"Donald Keithley, vice president, dealer services, for J. D.",neutral
"much of the lady and the duke is about quiet, decisive moments between members of the cultural elite as they determine how to proceed as the world implodes.",positive
this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable.,positive
But operators find it hard to push the dollar either way for fear of possible concerted central bank intervention.,neutral
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,positive
"smart, funny and just honest enough to provide the pleasures of a slightly naughty, just-above-average off- broadway play.",positive
"a penetrating, potent exploration of sanctimony, self-awareness, self-hatred and self-determination.",positive
"fontaine's direction, especially her agreeably startling use of close-ups and her grace with a moving camera, creates sheerly cinematic appeal.",positive
tailored to entertain!,positive
"Great job, well done.",positive
the movie makes absolutely no sense. its underlying mythology is a hodgepodge of inconsistencies that pose the question: since when did dumb entertainment have to be this dumb?,negative
"In writing the bill, the subcommittee rejected calls for trade relief for specific industries such as textiles.",neutral
"immersing us in the endlessly inventive, fiercely competitive world of hip-hop djs, the project is sensational and revelatory, even if scratching makes you itch.",positive
"The product description was misleading, and what actually arrived looked nothing like the photos.",negative
a metaphor for a modern-day urban china searching for its identity.,positive
"Marketing Technologies is developing a computer - based advertising system geared toward large advertisers, the company said.",neutral
very psychoanalytical -- provocatively so -- and also refreshingly literary.,positive
"the editing is chaotic, the photography grainy and badly focused, the writing unintentionally hilarious, the direction unfocused, the performances as wooden.",negative
The vessel grounded close to Itaqui port in Brazil last night after undocking from Ponta da Madeira terminal.,neutral
The food was delicious.,positive
"sometimes, fond memories should stay in the past: a lesson this film teaches all too well.",negative
The garden looks beautiful.,positive
