text,label,clean_text
""" But by then sterling should be firm enough to satisfy even the Bank of England,"" he added.",neutral,but by then sterling should be firm enough to satisfy even the bank of england he added
eckstraordinarily lame and severely boring.,negative,eckstraordinarily lame and severely boring
"too much of the movie feels contrived, as if the filmmakers were worried the story wouldn't work without all those gimmicks.",negative,too much of the movie feels contrived as if the filmmakers were worried the story wouldn't work without all those gimmicks
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it.,positive,highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it
"Third qtr 1986 Includes extraodinary tax gain of 270, 000 from early extinquishment of certain drafts payable.",neutral,third qtr includes extraodinary tax gain of from early extinquishment of certain drafts payable
It said it expects to start talks with prospective acquirers shortly.,neutral,it said it expects to start talks with prospective acquirers shortly
"[d]espite its familiar subject matter, ice age is consistently amusing and engrossing...",positive,d espite its familiar subject matter ice age is consistently amusing and engrossing
"American Express said it will maintain 60 pct, or 60 mln of the 100 mln shares of Shearson that will be outstanding.",neutral,american express said it will maintain pct or mln of the mln shares of shearson that will be outstanding
narc is all menace and atmosphere.,negative,narc is all menace and atmosphere
"like being trapped inside a huge video game, where exciting, inane images keep popping past your head and the same illogical things keep happening over and over again.",negative,like being trapped inside a huge video game where exciting inane images keep popping past your head and the same illogical things keep happening over and over again
what a bewilderingly brilliant and entertaining movie this is.,positive,what a bewilderingly brilliant and entertaining movie this is
it turns out to be smarter and more diabolical than you could have guessed at the beginning.,positive,it turns out to be smarter and more diabolical than you could have guessed at the beginning
"The merger is subject to GGHF ' s receiving financing for the plan, Datron said.",neutral,the merger is subject to gghf ' s receiving financing for the plan datron said
"We do not consider we are at fault,"" Melnikov said.",neutral,we do not consider we are at fault melnikov said
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary.,negative,the lack of opposing viewpoints soon grows tiresome the film feels more like a series of toasts at a testimonial dinner than a documentary
"typical animé, with cheapo animation ( like saturday morning tv in the'60s ), a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names.",negative,typical anim with cheapo animation like saturday morning tv in the' s a complex sword and sorcery plot and characters who all have big round eyes and japanese names
A spokesman for the Bank declined to give further details.,neutral,a spokesman for the bank declined to give further details
"in its understanding, often funny way, it tells a story whose restatement is validated by the changing composition of the nation.",positive,in its understanding often funny way it tells a story whose restatement is validated by the changing composition of the nation
a thriller without thrills and a mystery devoid of urgent questions.,negative,a thriller without thrills and a mystery devoid of urgent questions
"it strikes hardest when it reminds you how pertinent its dynamics remain. fifty years after the fact, the world's political situation seems little different, and [director phillip] noyce brings out the allegory with remarkable skill.",positive,it strikes hardest when it reminds you how pertinent its dynamics remain fifty years after the fact the world's political situation seems little different and director phillip noyce brings out the allegory with remarkable skill
quitting offers piercing domestic drama with spikes of sly humor.,positive,quitting offers piercing domestic drama with spikes of sly humor
"it virtually defines a comedy that's strongly mediocre, with funny bits surfacing every once in a while.",negative,it virtually defines a comedy that's strongly mediocre with funny bits surfacing every once in a while
"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera, the better to focus on the hero's odyssey from cowering poverty to courage and happiness.",positive,mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera the better to focus on the hero's odyssey from cowering poverty to courage and happiness
"Last year ' s temporao, also hit by a dry spell, was 2. 77 mln bags.",neutral,last year ' s temporao also hit by a dry spell was mln bags
both awful and appealing.,negative,both awful and appealing
Borden said the four companies are expected to have 1987 sales totaling 230 mln dlrs.,neutral,borden said the four companies are expected to have sales totaling mln dlrs
"with a large cast representing a broad cross-section, tavernier's film bounds along with the rat-a-tat energy of "" his girl friday, "" maintaining a light touch while tackling serious themes.",positive,with a large cast representing a broad cross section tavernier's film bounds along with the rat a tat energy of his girl friday maintaining a light touch while tackling serious themes
it's a sometimes interesting remake that doesn't compare to the brilliant original.,negative,it's a sometimes interesting remake that doesn't compare to the brilliant original
Johnson and Johnson said the sweetner is being jointly developed with Tate and Lyle PLC & lt; TATL >.,neutral,johnson and johnson said the sweetner is being jointly developed with tate and lyle plc lt tatl
"the movie is loaded with good intentions, but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story, minac drains his movie of all individuality.",negative,the movie is loaded with good intentions but in his zeal to squeeze the action and our emotions into the all too familiar dramatic arc of the holocaust escape story minac drains his movie of all individuality
"Use of alcohol fuel in February was 208, 600 bpd, 42 pct above February, 1986.",neutral,use of alcohol fuel in february was bpd pct above february
""" The FNV is not serious about our discussions and I am really not optimistic about it changing its point of view at all.""",neutral,the fnv is not serious about our discussions and i am really not optimistic about it changing its point of view at all
It is dwarfed by Viacom.,neutral,it is dwarfed by viacom
"Suggested that Prime Minister Yasuhiro Nakasone make efforts to present "" advanced ' proposals on trade issues when he visits Washington next month.",neutral,suggested that prime minister yasuhiro nakasone make efforts to present advanced ' proposals on trade issues when he visits washington next month
"BORG - WARNER UP AMID RUMORS IRWIN JACOBS SOLD STOCK, ARBITRAGEURS SAY",neutral,borg warner up amid rumors irwin jacobs sold stock arbitrageurs say
""" Additional common shares of Sceptre may be sold or purchased by Noverco, depending upon market conditions,"" Noverco said.",neutral,additional common shares of sceptre may be sold or purchased by noverco depending upon market conditions noverco said
"bluto blutarsky, we miss you.",negative,bluto blutarsky we miss you
He said a slowdown in West German economic growth had been caused by sharp exchange rate swings and that the Paris agreement should help in this respect.,neutral,he said a slowdown in west german economic growth had been caused by sharp exchange rate swings and that the paris agreement should help in this respect
it's kind of sad that so many people put so much time and energy into this turkey.,negative,it's kind of sad that so many people put so much time and energy into this turkey
"The guarantee line for sales of protein concentrates has been increased from 25. 0 mln dlrs to 44. 0 mln dlrs, it said.",neutral,the guarantee line for sales of protein concentrates has been increased from mln dlrs to mln dlrs it said
"Federal law requires individuals or groups of individuals who have made shareholder agreements, to disclose stakes in companies of at least five pct within 10 days.",neutral,federal law requires individuals or groups of individuals who have made shareholder agreements to disclose stakes in companies of at least five pct within days
"happily, some things are immune to the folly of changing taste and attitude. for proof of that on the cinematic front, look no further than this 20th anniversary edition of the film that spielberg calls, retrospectively, his most personal work yet.",positive,happily some things are immune to the folly of changing taste and attitude for proof of that on the cinematic front look no further than this th anniversary edition of the film that spielberg calls retrospectively his most personal work yet
"Last year the House approved his plan to force a 10 pct surplus cutback each year for four years, by countries such as Japan.",neutral,last year the house approved his plan to force a pct surplus cutback each year for four years by countries such as japan
it's not difficult to spot the culprit early-on in this predictable thriller.,negative,it's not difficult to spot the culprit early on in this predictable thriller
The Bank said the public sector contribution to the growth in Sterling M3 was contractionary by about 2. 3 billion stg.,neutral,the bank said the public sector contribution to the growth in sterling m was contractionary by about billion stg
"an often-deadly boring, strange reading of a classic whose witty dialogue is treated with a baffling casual approach",negative,an often deadly boring strange reading of a classic whose witty dialogue is treated with a baffling casual approach
a sharp satire of desperation and cinematic deception.,positive,a sharp satire of desperation and cinematic deception
"'abandon all hope, ye who enter here'... you should definitely let dante's gloomy words be your guide.",negative,'abandon all hope ye who enter here' you should definitely let dante's gloomy words be your guide
"its gross-out gags and colorful set pieces... are of course stultifyingly contrived and too stylized by half. still, it gets the job done -- a sleepy afternoon rental.",positive,its gross out gags and colorful set pieces are of course stultifyingly contrived and too stylized by half still it gets the job done a sleepy afternoon rental
"this is not an easy film. but it could be, by its art and heart, a necessary one.",positive,this is not an easy film but it could be by its art and heart a necessary one
"lends itself to the narcotizing bland ( sinister, though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie.",positive,lends itself to the narcotizing bland sinister though not nearly so sinister as the biennial disney girl movie machinations of the biennial disney boy movie
the actors are fantastic. they are what makes it worth the trip to the theatre.,positive,the actors are fantastic they are what makes it worth the trip to the theatre
a good thriller.,positive,a good thriller
the movie weighs no more than a glass of flat champagne.,negative,the movie weighs no more than a glass of flat champagne
In 1986 the company earned 1. 75 dlrs per share.,neutral,in the company earned dlrs per share
"the film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of joan's madness.",positive,the film is beautifully mounted but more to the point the issues are subtly presented managing to walk a fine line with regard to the question of joan's madness
The company said it was the first complete update in 25 years.,neutral,the company said it was the first complete update in years
"The quota on juice may be harder to eliminate because imports might replace domestic produced juice, U. S. And Japanese officials have said.",neutral,the quota on juice may be harder to eliminate because imports might replace domestic produced juice u s and japanese officials have said
"If the court decides they should be converted at par value of one dlr, they could be converted into 22. 0 mln shares.",neutral,if the court decides they should be converted at par value of one dlr they could be converted into mln shares
... a hokey piece of nonsense that tries too hard to be emotional.,negative,a hokey piece of nonsense that tries too hard to be emotional
"starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",negative,starts out mediocre spirals downward and thuds to the bottom of the pool with an utterly incompetent conclusion
"UK MAY ADJUSTED UNEMPLOYMENT FALLS RECORD 64, 300 TO 2. 95 MLN OR 10. 6 PCT - OFFICIAL",neutral,uk may adjusted unemployment falls record to mln or pct official
where bowling for columbine is at its most valuable is in its examination of america's culture of fear as a root cause of gun violence.,positive,where bowling for columbine is at its most valuable is in its examination of america's culture of fear as a root cause of gun violence
one of the funnier movies in town.,positive,one of the funnier movies in town
"if the very concept makes you nervous... you'll have an idea of the film's creepy, scary effectiveness.",positive,if the very concept makes you nervous you'll have an idea of the film's creepy scary effectiveness
a quiet family drama with a little bit of romance and a dose of darkness.,positive,a quiet family drama with a little bit of romance and a dose of darkness
it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script.,negative,it's disappointing when filmmakers throw a few big name actors and cameos at a hokey script
the world needs more filmmakers with passionate enthusiasms like martin scorsese. but it doesn't need gangs of new york.,negative,the world needs more filmmakers with passionate enthusiasms like martin scorsese but it doesn't need gangs of new york
"Another ship is loading 17, 000 tonnes of colza for the Soviet Union.",neutral,another ship is loading tonnes of colza for the soviet union
the movie's progression into rambling incoherence gives new meaning to the phrase'fatal script error.',negative,the movie's progression into rambling incoherence gives new meaning to the phrase'fatal script error '
"a profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,a profoundly stupid affair populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility
"The Philippines has so far drawn three tranches totalling 58 mln SDRs from the arrangement expiring on April 23, 1988.",neutral,the philippines has so far drawn three tranches totalling mln sdrs from the arrangement expiring on april
will anyone who isn't a fangoria subscriber be excited that it hasn't gone straight to video?,negative,will anyone who isn't a fangoria subscriber be excited that it hasn't gone straight to video
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.",negative,even the finest chef can't make a hotdog into anything more than a hotdog and robert de niro can't make this movie anything more than a trashy cop buddy comedy
"if i have to choose between gorgeous animation and a lame story ( like, say, treasure planet ) or so-so animation and an exciting, clever story with a batch of appealing characters, i'll take the latter every time.",positive,if i have to choose between gorgeous animation and a lame story like say treasure planet or so so animation and an exciting clever story with a batch of appealing characters i'll take the latter every time
""" The existing quota system is far too rigid and does not reflect supply and demand reality,"" he said.",neutral,the existing quota system is far too rigid and does not reflect supply and demand reality he said
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity.,positive,the hypnotic imagery and fragmentary tale explore the connections between place and personal identity
"matthew mcconaughey tries, and fails, to control the screen with swaggering machismo and over-the-top lunacy.",negative,matthew mcconaughey tries and fails to control the screen with swaggering machismo and over the top lunacy
"behan's memoir is great material for a film -- rowdy, brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance.",negative,behan's memoir is great material for a film rowdy brawny and lyrical in the best irish sense but sheridan has settled for a lugubrious romance
I think the pilot ' s proposal is realistic.,neutral,i think the pilot ' s proposal is realistic
"unlike the nauseating fictions peddled by such'have-yourself-a-happy-little-holocaust' movies as life is beautiful and jakob the liar, the grey zone is honest enough to deny the possibility of hope in auschwitz.",positive,unlike the nauseating fictions peddled by such'have yourself a happy little holocaust' movies as life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz
Imperial ' s 1986 petroleum earnings rose to 174 mln dlrs from 102 mln dlrs in 1985.,neutral,imperial ' s petroleum earnings rose to mln dlrs from mln dlrs in
"'pocas ideas interesantes, un final pseudo místico que no corresponde al tono general del filme y que deja una sensación de inconformidad que hace pensar más de una vez si vale la pena ir a la taquilla y reclamar el precio del boleto.'",negative,'pocas ideas interesantes un final pseudo m stico que no corresponde al tono general del filme y que deja una sensaci n de inconformidad que hace pensar m s de una vez si vale la pena ir a la taquilla y reclamar el precio del boleto '
"the bodily function jokes are about what you'd expect, but there are rich veins of funny stuff in this movie.",positive,the bodily function jokes are about what you'd expect but there are rich veins of funny stuff in this movie
"feels shrill, simple and soapy.",negative,feels shrill simple and soapy
"Dart said it requested the information before its meeting with SGL representatives, but held the meetings in the hope representatives would reach an agreement.",neutral,dart said it requested the information before its meeting with sgl representatives but held the meetings in the hope representatives would reach an agreement
steadfastly uncinematic but powerfully dramatic.,positive,steadfastly uncinematic but powerfully dramatic
The management board of the bank would also propose two capital measures to shareholders in order to be able to react quickly to new challenges.,neutral,the management board of the bank would also propose two capital measures to shareholders in order to be able to react quickly to new challenges
it leaves little doubt that kidman has become one of our best actors.,positive,it leaves little doubt that kidman has become one of our best actors
pretty good little movie.,positive,pretty good little movie
"it's not a bad premise, just a bad movie.",negative,it's not a bad premise just a bad movie
an undistinguished attempt to make a classic theater piece cinematic.,negative,an undistinguished attempt to make a classic theater piece cinematic
"the film never gets over its own investment in conventional arrangements, in terms of love, age, gender, race, and class.",negative,the film never gets over its own investment in conventional arrangements in terms of love age gender race and class
"The Chicago, Missouri is a wholly owned subsidiary of the Venango River Corp, a transportation holding company.",neutral,the chicago missouri is a wholly owned subsidiary of the venango river corp a transportation holding company
murphy and wilson actually make a pretty good team... but the project surrounding them is distressingly rote.,negative,murphy and wilson actually make a pretty good team but the project surrounding them is distressingly rote
"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare, but mira nair's film is an absolute delight for all audiences.",positive,a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare but mira nair's film is an absolute delight for all audiences
WALL STREET STOCKS / U. S.,neutral,wall street stocks u s
"a lack of thesis makes maryam, in the end, play out with the intellectual and emotional impact of an after-school special.",negative,a lack of thesis makes maryam in the end play out with the intellectual and emotional impact of an after school special
"if this disposable tissue has one wild card, it's john turturro, who's simply fab as a spanish butler with a foot fetish.",negative,if this disposable tissue has one wild card it's john turturro who's simply fab as a spanish butler with a foot fetish
"sorority boys, which is as bad at it is cruel, takes every potential laugh and stiletto-stomps the life out of it.",negative,sorority boys which is as bad at it is cruel takes every potential laugh and stiletto stomps the life out of it
"a bit of a downer and a little over-dramatic at times, but this is a beautiful film for people who like their romances to have that french realism.",positive,a bit of a downer and a little over dramatic at times but this is a beautiful film for people who like their romances to have that french realism
The company said the agreement is subject to Canadian government approval.,neutral,the company said the agreement is subject to canadian government approval
"captures all the longing, anguish and ache, the confusing sexual messages and the wish to be a part of that elusive adult world.",positive,captures all the longing anguish and ache the confusing sexual messages and the wish to be a part of that elusive adult world
""" The trend is clearly lower,"" he said.",neutral,the trend is clearly lower he said
"as action-adventure, this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits.",positive,as action adventure this space based homage to robert louis stevenson's treasure island fires on all plasma conduits
a lame comedy.,negative,a lame comedy
"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful, brutally shocking and difficult to watch.",positive,you really have to salute writer director haneke he adapted elfriede jelinek's novel for making a film that isn't nearly as graphic but much more powerful brutally shocking and difficult to watch
hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff.,negative,hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self important summer fluff
McIntyre did not specify the cash amount of the sale.,neutral,mcintyre did not specify the cash amount of the sale
The Raws price was set at 150 dlrs Fob and 173 dlrs ( 107. 50 stg ) Cif.,neutral,the raws price was set at dlrs fob and dlrs stg cif
"Speculation about an impending deal, rumored to be worth 600 mln dlrs, also sent shares of other U. S. brokerages up sharply.",neutral,speculation about an impending deal rumored to be worth mln dlrs also sent shares of other u s brokerages up sharply
there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance.,positive,there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance
The central bank has not operated in the market today.,neutral,the central bank has not operated in the market today
It said it ultimately will collect most of those accounts.,neutral,it said it ultimately will collect most of those accounts
"delivers the sexy razzle-dazzle that everyone, especially movie musical fans, has been hoping for.",positive,delivers the sexy razzle dazzle that everyone especially movie musical fans has been hoping for
an essentially awkward version of the lightweight female empowerment picture we've been watching for decades,negative,an essentially awkward version of the lightweight female empowerment picture we've been watching for decades
The Council had been closed three years ago by the military government of former President Joao Figueiredo.,neutral,the council had been closed three years ago by the military government of former president joao figueiredo
Danish overnight money market rate cut to 10 pct from 10. 5 - central bank,neutral,danish overnight money market rate cut to pct from central bank
The consolidation is expected to be complete by June one and the company said it is now focusing on restructuring its balance sheet.,neutral,the consolidation is expected to be complete by june one and the company said it is now focusing on restructuring its balance sheet
nothing plot-wise is worth e-mailing home about.,negative,nothing plot wise is worth e mailing home about
"it takes you somewhere you're not likely to have seen before, but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned.",negative,it takes you somewhere you're not likely to have seen before but beneath the exotic surface and exotic dancing it's surprisingly old fashioned
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese.,negative,it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese
INSEE said production in January was affected by rail strikes and severely cold weather.,neutral,insee said production in january was affected by rail strikes and severely cold weather
"The Sparks study said that 5. 1 billion dlrs, or 70 pct of those savings resulted from smaller government storage costs.",neutral,the sparks study said that billion dlrs or pct of those savings resulted from smaller government storage costs
beautifully filmed and well acted... but admittedly problematic in its narrative specifics.,negative,beautifully filmed and well acted but admittedly problematic in its narrative specifics
"it's a technically superb film, shining with all the usual spielberg flair, expertly utilizing the talents of his top-notch creative team.",positive,it's a technically superb film shining with all the usual spielberg flair expertly utilizing the talents of his top notch creative team
candid and comfortable; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work.,positive,candid and comfortable a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work
"He said the group intends to promptly review all available options, including the revision of its offer to reflect current market conditions.",neutral,he said the group intends to promptly review all available options including the revision of its offer to reflect current market conditions
An ASA spokesman said the association plans no survey of farmers ' planting intentions this year.,neutral,an asa spokesman said the association plans no survey of farmers ' planting intentions this year
General Mining earlier reported that 1986 per share earnings rose 28 pct to 616 cts.,neutral,general mining earlier reported that per share earnings rose pct to cts
showtime's starry cast could be both an asset and a detriment. those who trek to the'plex predisposed to like it probably will enjoy themselves. but ticket-buyers with great expectations will wind up as glum as mr. de niro.,negative,showtime's starry cast could be both an asset and a detriment those who trek to the'plex predisposed to like it probably will enjoy themselves but ticket buyers with great expectations will wind up as glum as mr de niro
"the film might have been more satisfying if it had, in fact, been fleshed out a little more instead of going for easy smiles.",negative,the film might have been more satisfying if it had in fact been fleshed out a little more instead of going for easy smiles
"It requires brokers, dealers and investment banks to register with it and comply with investor protection rules, and it polices exchanges and regulates trading practices.",neutral,it requires brokers dealers and investment banks to register with it and comply with investor protection rules and it polices exchanges and regulates trading practices
""" Also, the role of the developing countries has been emphasised in this particular meeting.",neutral,also the role of the developing countries has been emphasised in this particular meeting
"Yesterday, Shearson said it was elevating its chief operating officer, Jeffery Lane, to the added position of president, which had been vacant.",neutral,yesterday shearson said it was elevating its chief operating officer jeffery lane to the added position of president which had been vacant
"this is a third-person story now, told by hollywood, and much more ordinary for it.",negative,this is a third person story now told by hollywood and much more ordinary for it
The two companies manufacture linerboard and boxboard from recycled fibre.,neutral,the two companies manufacture linerboard and boxboard from recycled fibre
"awesome work: ineffable, elusive, yet inexplicably powerful",positive,awesome work ineffable elusive yet inexplicably powerful
"Final quarterly results will be reported toward the end of the month or the beginning of May, a company spokesman said.",neutral,final quarterly results will be reported toward the end of the month or the beginning of may a company spokesman said
"as elegantly crafted as it often is, anderson's movie is essentially a one-trick pony that, hampered by an undeveloped script, ultimately pulls up lame.",negative,as elegantly crafted as it often is anderson's movie is essentially a one trick pony that hampered by an undeveloped script ultimately pulls up lame
"at first, the sight of a blind man directing a film is hilarious, but as the film goes on, the joke wears thin.",negative,at first the sight of a blind man directing a film is hilarious but as the film goes on the joke wears thin
... rogers's mouth never stops shut about the war between the sexes and how to win the battle.,positive,rogers's mouth never stops shut about the war between the sexes and how to win the battle
leaves viewers out in the cold and undermines some phenomenal performances.,negative,leaves viewers out in the cold and undermines some phenomenal performances
"in its own way, joshua is as blasphemous and nonsensical as a luis buñuel film without the latter's attendant intelligence, poetry, passion, and genius.",negative,in its own way joshua is as blasphemous and nonsensical as a luis bu uel film without the latter's attendant intelligence poetry passion and genius
""" I can ' t visualize where they wouldn ' t want it to be done,"" said Donaldson Lufkin Jenrette analyst Richard Henderson.",neutral,i can ' t visualize where they wouldn ' t want it to be done said donaldson lufkin jenrette analyst richard henderson
German February industrial output rises 3. 2 pct ( January fall 3. 4 pct ) - official,neutral,german february industrial output rises pct january fall pct official
"time stands still in more ways that one in clockstoppers, a sci-fi thriller as lazy as it is interminable.",negative,time stands still in more ways that one in clockstoppers a sci fi thriller as lazy as it is interminable
"The central bank has so far not issued its own paper, the sources said.",neutral,the central bank has so far not issued its own paper the sources said
"i know i shouldn't have laughed, but hey, those farts got to my inner nine-year-old.",positive,i know i shouldn't have laughed but hey those farts got to my inner nine year old
The stock jumped 2 - 3 / 4 to 79 - 7 / 8.,neutral,the stock jumped to
your stomach for heaven depends largely on your appetite for canned corn.,negative,your stomach for heaven depends largely on your appetite for canned corn
"made me feel uneasy, even queasy, because [solondz's] cool compassion is on the border of bemused contempt.",negative,made me feel uneasy even queasy because solondz's cool compassion is on the border of bemused contempt
murder by numbers just doesn't add up.,negative,murder by numbers just doesn't add up
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness.,positive,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness
But he did not give any specifics on further repurchases beyond the 10 mln shares already announced.,neutral,but he did not give any specifics on further repurchases beyond the mln shares already announced
"bad company leaves a bad taste, not only because of its bad-luck timing, but also the staleness of its script.",negative,bad company leaves a bad taste not only because of its bad luck timing but also the staleness of its script
qualities that were once amusing are becoming irritating.,negative,qualities that were once amusing are becoming irritating
"woody allen's latest is an ambling, broad comedy about all there is to love -- and hate -- about the movie biz.",positive,woody allen's latest is an ambling broad comedy about all there is to love and hate about the movie biz
"it's endearing to hear madame d. refer to her husband as'jackie' -- and he does make for excellent company, not least as a self-conscious performer.",positive,it's endearing to hear madame d refer to her husband as'jackie' and he does make for excellent company not least as a self conscious performer
"for all the complications, it's all surprisingly predictable.",negative,for all the complications it's all surprisingly predictable
"it may scream low budget, but this charmer has a spirit that cannot be denied.",positive,it may scream low budget but this charmer has a spirit that cannot be denied
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists: totally past his prime.,negative,wildly incompetent but brilliantly named half past dead or for seagal pessimists totally past his prime
"light, silly, photographed with colour and depth, and rather a good time.",positive,light silly photographed with colour and depth and rather a good time
"pretty darn good, despite its smarty-pants aura.",positive,pretty darn good despite its smarty pants aura
"no better or worse than'truth or consequences, n. m.' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater.",negative,no better or worse than'truth or consequences n m ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater
"ultimately, the message of trouble every day seems to be that all sexual desire disrupts life's stasis.",positive,ultimately the message of trouble every day seems to be that all sexual desire disrupts life's stasis
The lower sales were due to the fall in the dollar and other currencies against the mark.,neutral,the lower sales were due to the fall in the dollar and other currencies against the mark
"this is a fragmented film, once a good idea that was followed by the bad idea to turn it into a movie.",negative,this is a fragmented film once a good idea that was followed by the bad idea to turn it into a movie
"Bennett, who is leading one of three soybean producer delegations on a lobbying tour of EC capitals, was speaking at a lunch.",neutral,bennett who is leading one of three soybean producer delegations on a lobbying tour of ec capitals was speaking at a lunch
The unit will be an indirect wholly owned subsidiary called Diamond Crystal Specialty Foods Inc. Current management of the division will remain.,neutral,the unit will be an indirect wholly owned subsidiary called diamond crystal specialty foods inc current management of the division will remain
"good performances and a realistic, non-exploitive approach make paid in full worth seeing.",positive,good performances and a realistic non exploitive approach make paid in full worth seeing
guilty of the worst sin of attributable to a movie like this: it's not scary in the slightest.,negative,guilty of the worst sin of attributable to a movie like this it's not scary in the slightest
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy.,positive,an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit, yet it's geared toward an audience full of masters of both.",negative,sc is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit yet it's geared toward an audience full of masters of both
"the movie is well crafted, and well executed. if you're paying attention, the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining.",positive,the movie is well crafted and well executed if you're paying attention the big twists are pretty easy to guess but that doesn't make the movie any less entertaining
"there are deeply religious and spiritual people in this world who would argue that entering a church, synagogue or temple doesn't mean you have to check your brain at the door. the same should go for movie theaters.",negative,there are deeply religious and spiritual people in this world who would argue that entering a church synagogue or temple doesn't mean you have to check your brain at the door the same should go for movie theaters
the characters are never more than sketches... which leaves any true emotional connection or identification frustratingly out of reach.,negative,the characters are never more than sketches which leaves any true emotional connection or identification frustratingly out of reach
"if the message seems more facile than the earlier films, the images have such a terrible beauty you may not care.",positive,if the message seems more facile than the earlier films the images have such a terrible beauty you may not care
"forced, familiar and thoroughly condescending.",negative,forced familiar and thoroughly condescending
"freundlich's made [crudup] a suburban architect, and a cipher.",negative,freundlich's made crudup a suburban architect and a cipher
more The Quebec government has said it wants the project to proceed because it would provide future demand for Petromont Inc petrochemical products.,neutral,more the quebec government has said it wants the project to proceed because it would provide future demand for petromont inc petrochemical products
everyone's to blame here.,negative,everyone's to blame here
"it's too harsh to work as a piece of storytelling, but as an intellectual exercise -- an unpleasant debate that's been given the drive of a narrative and that's been acted out -- the believer is nothing less than a provocative piece of work.",positive,it's too harsh to work as a piece of storytelling but as an intellectual exercise an unpleasant debate that's been given the drive of a narrative and that's been acted out the believer is nothing less than a provocative piece of work
"about schmidt belongs to nicholson. gone are the flamboyant mannerisms that are the trademark of several of his performances. as schmidt, nicholson walks with a slow, deliberate gait, chooses his words carefully and subdues his natural exuberance.",positive,about schmidt belongs to nicholson gone are the flamboyant mannerisms that are the trademark of several of his performances as schmidt nicholson walks with a slow deliberate gait chooses his words carefully and subdues his natural exuberance
"exactly what its title implies: lusty, boisterous and utterly charming.",positive,exactly what its title implies lusty boisterous and utterly charming
a soap-opera quality twist in the last 20 minutes... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination.,positive,a soap opera quality twist in the last minutes almost puts the kibosh on what is otherwise a sumptuous work of b movie imagination
"Grindings rose to 55, 190 tonnes from 53, 643 in the first 1986 quarter.",neutral,grindings rose to tonnes from in the first quarter
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem.,positive,a gripping documentary that reveals how deep the antagonism lies in war torn jerusalem
"some of the visual flourishes are a little too obvious, but restrained and subtle storytelling, and fine performances make this delicate coming-of-age tale a treat.",positive,some of the visual flourishes are a little too obvious but restrained and subtle storytelling and fine performances make this delicate coming of age tale a treat
"see clockstoppers if you have nothing better to do with 94 minutes. but be warned, you too may feel time has decided to stand still. or that the battery on your watch has died.",negative,see clockstoppers if you have nothing better to do with minutes but be warned you too may feel time has decided to stand still or that the battery on your watch has died
